id,Name,titleProject_id,class,score,login, password
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,e3nv7DVR
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,6c150751
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,p48Oy93g
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,LH2vEckd
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,3dZ4XH98
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,jSYZQp37
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,UKk853dl
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,60av56OZ
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,Y2ZNj0j0
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,5mu9g8I4
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,V12DK5fC
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,bz69pxeW
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,k6554p0Q
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,UpenHl43
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,17c1RoJc
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,vhIwU6aT
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,8CS4X0b6
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,XW84120W
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,60EQx44A
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,D3Ym9H8e
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,vLFHY488
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,ILf1JrQp
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,cjX0fXX6
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,wTE8E8rd
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,25X79bk4
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,1N7unpwq
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,U7Ac87YC
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,9p5yUC3I
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,5ez1b5A0
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,HiN70xs3
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,22L2GMV0
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,3n5aodno
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,7mnuyr6L
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,k4i1aB7d
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,2CHG8HmL
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,8lPZ1hSX
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,4eu807Yf
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,aHm16k8q
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,F09W14z4
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,82dofxj1
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,4As3IHRF
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,9zsz9w1L
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,nA154ijF
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,7Sv6g59G
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,b0o92S5R
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,w7jIGj32
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,12aZ9zvT
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,z2Kg4u9H
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,6Da3219k
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,VJt5mt2K
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,Pi2wg7O3
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,0z6Z2iBg
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,u1Q30jTb
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,SIQbRae0
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,qM0nF8dn
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,I7Z24r59
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,YDA24dj5
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,K28m7lhn
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,ahQob61r
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,O4FKuyga
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,F0r14rVf
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,23e19Y34
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,Pul54mCR
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,09NHo652
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,fm0PTcdQ
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,hdn8unOx
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,f077x3rk
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,e0m0pY90
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,ce52L24t
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,eRSNC0Yn
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,ouAHy4SY
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,FfK68Y40
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,j9RB10V4
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,vy1jEZWX
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,y5QXr4Rl
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,573YaqJa
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,9WbEadCU
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,T8XajWLm
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,irdIuqh7
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,04LL4WO1
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,T3O96NFM
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,4GpGz9T0
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,5LM38gYF
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,1SQi29GV
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,03i91lbF
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,653aj0xO
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,GbbKkp9y
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,I5slWQlo
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,doU3l8IY
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,1m4iYsYH
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,2sug11Jp
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,cwfmD1ve
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,NvFSv0x6
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,coj7K8yD
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,S36oh8m5
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,wUG751mR
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,klj0imRo
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,j2CYQEGA
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,2F07Nyx0
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,R4Qyli83
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,R4E7c77S
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,qEKUhNX0
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,bULa8I31
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,D385383h
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,6ZKo0N32
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,0WRlKKw1
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,oGh7Wx5q
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,9ATkfbR3
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,YV2X4jD1
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,9gc890y3
438,Милина Алена Петровна,359,8г,3,Милина_АП,C70M55mI
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,87dri5pE
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,t2x2a4P1
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,g8jd57Gu
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,WVUZKk44
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,ojhuQOrs
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,a6kI91m2
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,52I67F1L
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,w27vNnHs
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,CvPFfH7z
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,2LO9WGi5
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,DtX4zXXd
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,2N6e5kHe
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,52pm7ZhD
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,a0FJFQW1
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,2Vl8E39T
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,f9OzwGVf
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,1LVMsr1h
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,Sm95601d
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,91EZ17LH
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,n5tC3uf6
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,1hQ9XJ32
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,18BePZ2s
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,ZWcq8FPs
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,phXzG42q
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,47rb9D5P
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,P8lDu2BH
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,nb8h491M
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,V2B339AM
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,s3oH0Bdk
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,R6pO73Y2
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,xx740G1Q
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,E00CftI8
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,EZrun93F
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,0zEH7hs6
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,IrH2d22B
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,5won025g
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,zBW5Ip5E
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,HWnpi37R
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,U96m47QD
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,7Va2n2gV
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,l5CD0930
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,tBK4vr0j
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,w132Sdd9
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,iOeXvDX9
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,rHTx6734
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,dc3V7v8n
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,517G41AW
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,72X4hAQ5
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,zNxLAnP9
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,xSaU9iFo
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,59cibYkB
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,97509q16
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,w1eU7juX
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,m5iv9IdJ
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,m7WqFKVJ
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,b4UZJNQB
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,EZ0aFmX9
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,Kp3JURTe
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,p8J85yw7
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,fbx3r77v
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,87a5pHU1
